F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45
1068282,89675,40965,34779,17456,2861,976639,400740,374780,49645,42960,81630,4.41,5.87,11.64,11.76,3.83,5.1,8.39,18.96,2.57,3.26,38.37,160.59,41.03,106.93,134.86,127.18,159.9,74.66,26.15,26.69,8.35,10.24,314.48,13.82,1.39,1.15,19.94,5.19,8.49,34.37,116.51,11.09,16.45
1068282,89675,40965,34779,17456,2861,976639,400740,374780,49645,42960,81630,4.41,5.87,11.64,11.76,3.83,5.1,8.39,18.96,2.57,3.26,38.37,160.59,41.03,106.93,134.86,127.18,159.9,74.66,26.15,26.69,8.35,10.24,314.48,13.82,1.39,1.15,19.94,5.19,8.49,34.37,116.51,11.09,16.45
1152170,32920,11224,34559,17988,2934,1126572,514368,401370,49645,-59180,-36503,1.07,1.3,3.88,2.89,0.97,1.19,2.86,14.18,1.4,3,35.63,180.68,45.66,128.15,149.48,135.18,177.36,69.12,29.28,14.25,4.19,4.53,151.14,5.3,1.36,1.1,13.4,4.76,9.01,7.85,-63.29,15.35,7.09
1073525,20644,2097,37875,22032,3355,1076069,496398,403141,49645,59511,83701,0.19,0.12,2.42,0.52,0.2,0.12,1.92,14.13,1.04,3.53,37.46,166.92,46.13,123.13,104.43,115.19,187.18,76.36,32.91,19.45,3.65,4.1,116.12,4.27,1.26,0.97,10.06,5.09,12.22,-6.83,-37.29,-4.48,0.44
7425104,421714,400258,117478,344504,38328,5593399,1829633,2438525,365432,499768,623291,7.1,8.3,11.08,17.28,5.39,6.3,5.68,17.74,4.98,1.58,43.6,129.38,32.71,75.03,79.84,114,170.48,73.77,42.5,91.72,7.88,10.69,675.71,23.54,1.95,1.32,14.2,12.14,10.87,4.18,-19.35,-1.52,11.09
1074204,4348,-33536,16394,49561,531,795725,303454,256215,100000,-298,40549,-4.22,-0.24,0.61,-12.17,-3.12,-0.18,0.4,8.07,-1.79,1.53,32.2,210.57,38.14,118.44,163.17,155.42,229.09,49.93,29.34,15.88,1.35,5.06,331.66,3.72,1.5,1.35,9.33,14.23,5.46,9.49,-40.8,0.19,-13.06
1074204,4348,-33536,16394,49561,531,795725,303454,256215,100000,-298,40549,-4.22,-0.24,0.61,-12.17,-3.12,-0.18,0.4,8.07,-1.79,1.53,32.2,210.57,38.14,118.44,163.17,155.42,229.09,49.93,29.34,15.88,1.35,5.06,331.66,3.72,1.5,1.35,9.33,14.23,5.46,9.49,-40.8,0.19,-13.06
1074204,4348,-33536,16394,49561,531,795725,303454,256215,100000,-298,40549,-4.22,-0.24,0.61,-12.17,-3.12,-0.18,0.4,8.07,-1.79,1.53,32.2,210.57,38.14,118.44,163.17,155.42,229.09,49.93,29.34,15.88,1.35,5.06,331.66,3.72,1.5,1.35,9.33,14.23,5.46,9.49,-40.8,0.19,-13.06
1753035,86922,79692,61445,66665,1616,2614578,1392550,772922,142240,68244,159969,3.47,4.91,8.34,9.88,4.55,6.43,4.96,12.05,2.83,3.51,29.56,238.27,53.26,180.17,102.87,118.24,278.35,58.26,27.7,37.95,9.93,9.07,258.84,4,1.68,0.76,9.76,7.79,10.52,2.56,-27.79,32.48,-8.04
1753035,86922,79692,61445,66665,1616,2614578,1392550,772922,142240,68244,159969,3.47,4.91,8.34,9.88,4.55,6.43,4.96,12.05,2.83,3.51,29.56,238.27,53.26,180.17,102.87,118.24,278.35,58.26,27.7,37.95,9.93,9.07,258.84,4,1.68,0.76,9.76,7.79,10.52,2.56,-27.79,32.48,-8.04
1753035,86922,79692,61445,66665,1616,2614578,1392550,772922,142240,68244,159969,3.47,4.91,8.34,9.88,4.55,6.43,4.96,12.05,2.83,3.51,29.56,238.27,53.26,180.17,102.87,118.24,278.35,58.26,27.7,37.95,9.93,9.07,258.84,4,1.68,0.76,9.76,7.79,10.52,2.56,-27.79,32.48,-8.04
190554,5911,28175,4021,2714,162,261586,54102,159568,20000,8362,17779,11.25,13.63,5.71,18.88,14.79,17.92,3.1,13.32,9.49,2.11,61,63.93,20.68,33.9,45.69,106.12,125.48,84.16,46.61,67.14,20.03,4.56,216.25,0.53,1.84,0.76,7.02,6.95,10.16,35.16,0.08,9.27,14.88
1194267,109416,65023,28989,47160,2639,1672895,537914,802673,105809,122933,183464,4.11,6.3,9.4,8.4,5.44,8.35,9.16,17.03,4.44,2.43,47.98,108.42,32.15,67.02,47.01,101.17,163.3,95.97,68.15,64.4,10.78,13.22,544.72,12.73,1.03,0.75,5.87,11.19,11.91,8.84,2.27,12,7.71
1326276,59451,53128,69858,78142,2696,1438069,834715,405732,162776,139881,183994,3.59,2.75,5.4,14.04,4.01,3.07,4.48,13.66,1.58,5.27,28.21,254.44,58.04,205.73,134.35,117.28,258.13,71.68,32.88,47.65,8.34,11.15,211.68,12.32,1.2,0.9,7.76,6.6,8.3,-0.38,-41.53,-5.45,15.58
1086034,38104,56481,40505,54463,487,1195515,526956,433192,102213,50785,72282,4.49,6,5.92,12.29,5.2,6.95,3.51,15.2,2.86,3.73,36.23,175.98,44.08,121.64,88.63,109.92,205.94,79.02,55.22,75.97,10.68,8.62,231.2,12.46,1.69,0.86,10.93,12.21,6.19,3.94,35.91,-9.58,-10.89
872457,41389,29033,37847,34502,741,1277812,639148,442333,117639,-78662,-48738,2.35,3.2,5.89,6.63,3.33,4.54,4.74,21.06,2.05,4.34,34.62,188.88,50.02,144.49,96.77,110.41,212.11,79.34,48.55,35.21,8.87,8.99,207.17,7,1.24,0.71,7.16,7.82,6.4,-19.67,8.62,6.88,2.11
10688705,1225113,941104,77829,176580,9810,5545662,1494383,2437326,291512,817304,1170635,18.27,26.09,26.19,46.07,8.8,12.57,11.46,14.62,18.27,0.73,43.95,127.53,26.95,61.31,105.73,69.95,85.2,134.61,94.49,115.75,13.3,13.12,1801.2,34.65,2.28,2.08,13.59,10.84,11.08,35.23,216.25,16.6,47.84
14555900,925749,758563,133755,170347,12699,6663939,1959463,2336742,291512,741543,934871,11.87,16.51,15.54,30.93,5.21,7.25,6.36,9,8.89,0.92,35.07,185.18,29.4,83.85,146.05,59.35,82.58,138.72,96.77,89.16,8.16,7.55,821.42,21.94,2.44,2.28,14.06,9.72,9.85,19,4.19,8.99,-9.04
2150673,85965,114157,104020,30197,1871,3448002,1667088,963803,377190,61339,219440,3.34,5.09,5.69,10.95,5.31,8.08,4,9.85,2.67,4.84,27.95,257.75,48.35,172.97,153.53,135.32,276.34,53.02,35.69,23.7,12.91,5.52,114.15,-0.55,1.42,0.63,7.66,7.75,8.23,-9.58,-8.77,1.88,-14.11
2293082,101306,272855,106413,33819,2018,4205878,2218087,1220451,377190,-299563,-303899,7.13,9.08,5.79,24.98,11.9,15.15,4.42,10.4,4.27,4.64,29.02,244.62,52.74,181.74,159.1,117.02,217.1,80.15,55.06,25.05,19.79,6.04,130.16,-0.28,1.31,0.6,7.55,6.17,10.84,6.62,17.85,21.98,26.63
2011137,271316,300172,103869,103091,3194,3118247,1308012,1374603,505026,279943,379566,10.03,12.2,17.66,23.8,14.93,18.16,13.49,21.4,4.52,5.16,44.08,126.85,41.95,95.16,85.65,135.32,191.08,41.76,28.87,55.77,23.33,18.66,361.37,16.93,1.31,0.67,7.11,15.42,8.06,29.49,114.85,8.7,19.73
2116470,218101,326641,68425,101972,3277,3003005,797218,1627851,505026,332180,405437,10.67,13.92,13.86,21.76,15.43,20.12,10.3,18.82,7.22,3.23,54.21,84.48,26.55,48.97,50.28,115.25,154.67,59.29,41.12,98.28,23.36,15.16,468.97,20.06,1.34,0.69,7.17,14.09,6.83,5.24,-19.61,-3.7,18.42
2218541,114166,204943,49106,107124,3082,3048608,704340,1755830,505026,43596,114741,6.77,9.3,7.29,12.11,9.24,12.69,5.15,13.22,6.73,2.21,57.59,73.63,23.1,40.11,37.26,105.41,143.75,80.19,56.58,105.54,14.9,10.01,452.27,12.78,1.42,0.73,7.51,14.64,7.69,4.82,-47.65,1.52,7.86
4740864,183600,55043,128098,142651,17939,3915171,1926301,865496,1225412,58422,97537,1.43,1.43,5.04,6.47,1.16,1.16,3.87,10.17,1.43,2.7,22.11,352.36,49.2,222.57,275.75,157.6,278.33,63.11,37.6,28.31,3.86,7.18,265.84,11.1,1.3,1.23,13.49,10.6,7.64,-12.14,29.61,3.74,3.5
1908684,159950,196043,21229,143639,6405,3940837,473060,2632181,56252,271131,314233,5.34,6.82,7.99,8.18,10.27,13.12,8.38,23.97,12.79,1.11,66.79,49.72,12,17.97,27.32,91.47,111.96,138.2,107.61,120.53,14.23,15.96,1434.82,23.21,0.95,0.52,3.37,8.76,14.28,2.08,8.22,15.99,21.68
227844,19930,14616,530,6025,887,136455,6650,98439,29535,14814,20700,11.42,16.26,16.25,15.85,6.41,9.13,8.75,16.35,40.26,0.23,72.14,38.62,4.87,6.76,34.36,36.23,37.78,293.48,203.89,317.51,9.36,11.47,4933.46,64.41,1.86,1.78,6.47,8.21,15.36,9.59,22.24,14.21,14.47
431539,117183,63893,12216,26703,430,685113,146775,374044,36720,119590,157829,9.24,13.7,21.86,18.44,14.81,21.95,27.15,39.56,8.75,2.83,54.6,83.16,21.42,39.24,49.49,116.85,156.2,54.49,43.48,99.05,24.78,33.34,1177.86,40.9,0.8,0.62,6.66,21.98,15.37,2.74,13.65,-1.75,17.29
297554,4164,1244,6172,21838,234,760019,191517,402161,36720,46545,51750,0.17,0.42,0.77,0.31,0.42,1.02,1.4,17.34,1.49,2.07,52.91,88.98,25.2,47.62,57.22,127.59,168.12,36.46,25.05,18.54,3.1,8.74,421.27,11.25,0.55,0.41,5.75,10.89,10.63,-9.61,-82.63,9.01,-0.78
409633,14207,9140,2771,7642,217,227790,43107,141503,19500,22616,27685,4.22,6.02,6.86,6.63,2.23,3.18,3.47,7.35,5.71,0.68,62.12,60.98,18.92,30.46,46.97,63.21,72.06,189.3,156.21,75.22,3.86,5.33,788.57,23.1,1.98,1.89,4.54,19.75,16.48,25.79,18.79,10.95,5.32
409633,14207,9140,2771,7642,217,227790,43107,141503,19500,22616,27685,4.22,6.02,6.86,6.63,2.23,3.18,3.47,7.35,5.71,0.68,62.12,60.98,18.92,30.46,46.97,63.21,72.06,189.3,156.21,75.22,3.86,5.33,788.57,23.1,1.98,1.89,4.54,19.75,16.48,25.79,18.79,10.95,5.32
409633,14207,9140,2771,7642,217,227790,43107,141503,19500,22616,27685,4.22,6.02,6.86,6.63,2.23,3.18,3.47,7.35,5.71,0.68,62.12,60.98,18.92,30.46,46.97,63.21,72.06,189.3,156.21,75.22,3.86,5.33,788.57,23.1,1.98,1.89,4.54,19.75,16.48,25.79,18.79,10.95,5.32
409633,14207,9140,2771,7642,217,227790,43107,141503,19500,22616,27685,4.22,6.02,6.86,6.63,2.23,3.18,3.47,7.35,5.71,0.68,62.12,60.98,18.92,30.46,46.97,63.21,72.06,189.3,156.21,75.22,3.86,5.33,788.57,23.1,1.98,1.89,4.54,19.75,16.48,25.79,18.79,10.95,5.32
498285,14917,9132,2705,6206,215,262538,61188,148228,19500,-11395,-5135,3.72,5.24,6.34,6.3,1.83,2.58,2.99,6.14,5.75,0.54,56.46,77.12,23.31,41.28,62.9,58.28,66.56,175.77,146.7,41.17,3.12,4.24,781.03,15.81,2.12,2.03,4.44,20.3,12.88,21.64,5,15.25,4.75
685203,26625,18631,4842,5377,289,316557,89038,164680,19500,13398,22267,6.43,8.3,9.98,11.91,2.72,3.51,3.89,6.69,5.96,0.71,52.02,92.23,28.13,54.07,79.04,67.22,76.08,146.94,122.14,39.06,4.21,4.67,660.91,18.15,2.57,2.37,5.26,23.08,16.33,37.51,78.49,20.58,11.1
2238057,70303,104095,36390,11051,924,1885739,630698,1040376,119465,1900,41592,5.84,7.78,5.41,10.68,4.65,6.2,3.14,5.37,4.81,1.63,55.17,81.26,33.45,60.62,51.77,67.5,87.41,181.27,147.35,40.76,7.83,3.64,224.01,5.67,1.72,1.26,7.38,10.64,38.45,41,233.05,12.23,14.44
192231,921,-5353,5901,12409,1072,197749,65117,88012,66400,10477,12974,-2.65,-2.65,0.48,-5.9,-2.78,-2.78,0.48,16.54,0.09,3.07,44.51,124.68,32.93,73.99,95.39,116.06,150.06,78.23,56.69,28.34,0.29,8.4,273.64,15.23,0.99,0.95,4.84,9.93,8.81,-12.27,-90.52,-4.37,-5.77
233603,9281,9417,4243,11678,1164,186820,38940,97116,66400,26380,27683,4.9,5.45,5.04,10.17,4.03,4.48,3.97,18.14,3.47,1.82,51.98,92.37,20.84,40.1,76.36,100.03,116.04,99.96,73.64,72.35,6.3,10.14,558.23,28.71,1.27,1.21,5.31,12.43,9.6,21.52,907.17,-5.53,10.34
234808,6435,3592,2839,11376,1053,186328,36328,100708,66400,19630,18306,1.93,2.25,3.6,3.63,1.53,1.78,2.74,17.15,2.48,1.21,54.05,85.02,19.5,36.07,50.87,82.74,111,145.52,108.09,113.68,2.99,7.93,655.85,28.52,1.31,1.26,5.03,12.14,8.57,0.52,-30.66,-0.26,3.7
1074177,130442,61585,36625,32115,358,1245541,589434,328476,257200,-11950,4852,1.12,1.81,3.27,3.51,1.4,2.26,3.37,11.72,2.06,2.13,32.78,205.06,13.23,40.35,171.68,133.2,177.66,74.21,58.66,71.04,4.39,7.55,353.95,9.2,0.97,0.8,3.19,10.31,9.93,0.24,-39.6,8.83,15.51
4780398,424751,247798,75371,40527,2862,5216865,983560,2068896,1696452,420582,526073,4.71,7.07,10.14,12.48,5.18,7.78,8.89,12.9,6.21,1.58,39.66,152.16,18.85,47.54,93.31,57.76,91.74,171.92,135.52,114.37,9.36,9.81,622.16,13.59,1.14,0.91,3.92,6.43,7.17,12.98,35.84,-1.59,8.75
515003,45127,31153,3789,2020,1233,406352,51542,128483,72000,17925,27265,8.38,11.57,13.99,25.96,6.05,8.35,8.76,14.55,12.35,0.74,31.62,216.27,12.68,40.12,159.46,25.09,39.34,173.67,145.17,875.75,9.09,9.16,1245.51,15.17,1.6,1.39,3.24,7.75,4.34,17.87,-1.74,20.49,15.18
230569,24368,15713,5343,1396,285,263247,69874,100738,24195,5492,10832,6.24,8.79,11.21,16.66,6.81,9.59,10.57,14.27,5.14,2.32,38.27,161.32,26.54,69.36,131.71,66.22,85.82,133.25,89.88,39.28,11.91,11.17,482.21,13.69,1.06,0.92,2.92,4.37,4.52,4.2,9.17,9.54,14.64
437891,45454,29240,4908,745,229,448854,142206,182625,32949,26584,39841,6.67,9.36,11.19,17.2,6.68,9.37,10.38,16.9,9.36,1.12,40.69,145.78,31.68,77.87,92.15,21.08,32.38,231.59,145.41,57.89,10.49,10.55,941.25,17.47,1.08,1,2.73,3.05,6.65,-5.36,17.42,5.01,15.98
437891,45454,29240,4908,745,229,448854,142206,182625,32949,26584,39841,6.67,9.36,11.19,17.2,6.68,9.37,10.38,16.9,9.36,1.12,40.69,145.78,31.68,77.87,92.15,21.08,32.38,231.59,145.41,57.89,10.49,10.55,941.25,17.47,1.08,1,2.73,3.05,6.65,-5.36,17.42,5.01,15.98
437891,45454,29240,4908,745,229,448854,142206,182625,32949,26584,39841,6.67,9.36,11.19,17.2,6.68,9.37,10.38,16.9,9.36,1.12,40.69,145.78,31.68,77.87,92.15,21.08,32.38,231.59,145.41,57.89,10.49,10.55,941.25,17.47,1.08,1,2.73,3.05,6.65,-5.36,17.42,5.01,15.98
1116231,47159,41107,48756,2823,539,1611706,643804,537791,100000,-54524,24279,2.64,3.91,3.84,8.11,3.68,5.45,4.22,9.85,2.25,4.37,33.37,199.69,39.95,119.71,130.19,55.71,94.43,157.66,68.3,26.26,9.82,4.51,103.28,-2.02,0.91,0.72,5.78,1.73,5.13,29.74,-15.92,7.62,12.89
1245976,87447,57843,45770,2639,621,1703217,570145,568945,100000,16168,82505,3.49,4.78,6.6,10.45,4.64,6.35,7.02,13.99,2.73,3.67,33.4,199.36,33.47,100.21,145.14,65.3,100.72,136.87,59.76,30.24,10.03,7.26,197.62,2.81,0.94,0.75,5,1.97,5.12,11.62,85.43,5.68,5.79
1377317,117774,67313,45229,3379,523,1849020,627097,640382,100000,76456,147267,3.79,5.58,8.42,11.13,4.89,7.19,8.55,16.33,3.19,3.28,34.63,188.74,33.92,97.93,118.36,72.14,122.9,140.1,62.85,42.13,10.48,8.82,268.67,5.14,0.98,0.78,5.06,2.25,5.74,10.54,34.68,8.56,12.56
637445,57944,36904,101,1488,653,399076,34384,223106,44655,13150,19802,9.67,14.54,20.33,17.74,5.79,8.71,9.09,12.72,551.6,0.02,55.91,78.87,8.62,15.41,50.95,51.08,65.34,222.83,158.02,7635.3,8.72,9.32,58956.42,29.77,2.24,1.67,5.88,8.38,12.66,8.12,2.3,9.51,15.7
674267,66131,49681,1580,1397,653,465773,44435,264966,44655,40736,43676,11.49,16.03,20.42,20.36,7.37,10.28,9.81,14.49,44.87,0.23,56.89,75.79,9.54,16.77,46.66,47.03,60.73,246.58,194.17,439.43,10.52,10.01,4272.76,35.22,2.08,1.56,4.48,9.74,11.24,5.78,14.13,16.71,18.76
364306,22215,16490,77,851,851,186770,16818,116907,20000,15205,18768,9.17,12.52,14.26,15.13,4.53,6.18,6.1,13.15,291.72,0.02,62.59,59.76,9,14.39,42.83,30.42,35.57,289.93,287.05,22498.88,6.2,6.33,29793.19,29.13,2.34,2.03,7.5,243.39,11.3,-14.46,-11.85,8.08,15.69
4256724,320684,342914,21351,17603,2409,3915678,368174,2278038,218500,-60603,88839,9.24,13.29,14.42,16.27,8.06,11.59,7.53,13.81,24.11,0.5,58.18,71.89,9.4,16.16,51.71,72.37,86.98,164.2,113.19,443.47,12.09,8.06,1607.61,9.51,1.91,1.15,4.97,10.59,8.01,4.51,5.08,11.57,17.64
4269282,268949,253557,23142,19344,2491,4540268,748049,2535478,218500,-51347,28452,6,9.8,10.41,10.54,5.94,9.71,6.3,13.18,15.91,0.54,55.84,79.07,16.48,29.5,55.15,73.54,91.14,159.45,104.73,82.68,10.25,6.82,1258.54,12.26,1.65,1.01,4.58,6.25,7.84,0.3,-16.13,15.95,11.3
5190980,520225,195792,183388,159435,9473,40626148,24048984,9697656,7564231,-5771869,-5447645,0.55,0.85,1.82,2.12,3.77,5.81,10.02,13.89,2.64,3.53,23.87,318.93,59.2,247.99,52.72,58.77,215.21,386.38,76.55,34.3,9.34,13.16,372.38,1.23,0.18,0.15,4.78,0.4,126.98,33.31,45.84,32.12,10.78
1910342,123650,15732,66575,11333,2423,1575085,529287,477315,458689,193337,254867,0.92,0.45,9.87,3.65,0.82,0.4,6.47,14.45,1.11,3.48,30.3,229.99,33.6,110.89,151.85,69.48,123.77,135.81,120.39,41.57,3.88,7.07,203.01,11.91,1.52,1.12,4.75,10.89,6.37,11.56,5.86,-14.46,23.87
518158,33871,17903,24290,10563,454,690006,313040,129901,54840,22117,41084,3.16,3.32,7.81,14.76,3.46,3.63,6.54,13.12,1.77,4.69,18.83,431.18,45.37,240.98,281.25,137.92,344.7,66.3,58.91,36.81,8.32,9.23,196.84,6.42,1.19,0.91,3.02,17.18,3.07,26.82,98.88,55.49,15.34
707855,99643,22080,25892,13024,465,784823,280232,144108,54840,83351,127117,2.99,4.82,19.49,16.12,3.12,5.03,14.08,20.47,2.37,3.66,18.36,444.61,35.71,194.46,357.55,165.05,308.74,65.97,53.58,34.48,8.68,16.37,447.63,12.43,1.38,0.96,3.1,15.58,3.34,36.61,194.18,13.74,10.94
